"codice_1_livello","label_1_livello_en","def_1_livello_en","codice_2_livello","label_2_livello_en","def_2_livello_en","codice_3_livello","label_3_livello_en","def_3_livello_en"
"3","Grassland","Grassland covers areas dominated by herbaceous vegetation (including in particular grasses and forbs, but also mosses and lichens) of two kinds – modified grasslands (sown and used for grazing or hay and silage production) and (semi-)natural (extensively managed) grasslands. Grassland also includes some agroforestry area used for grazing, such as cork and holm oak stands or wooded pasture. Small semi-natural elements which are associated with agricultural land use, such as hedges, ponds, grassy margins etc. are considered part of this ecosystem type.","3.1","Sown pastures and other grass (modified grasslands)","Stable grassland characterised by agricultural use or strong human disturbance. Floral composition dominated by Graminaceae and shaped by human activity. Regularly re-sown and fertilised and used for grazing or mechanical harvesting of grass. Small semi-natural elements which are associated with agricultural land use, such as hedges, ponds, grassy margins etc., are considered part of this ecosystem type.","3.1.2","Sown grassland mown frequently for fodder or silage","Sown grassland which is stable and mostly under intensive use, regularly re-sown and normally strongly fertilised. Under less intensive use it can include patches of lowland and montane mesotrophic grassland and hay meadows of the boreal, nemoral, warm-temperate humid and Mediterranean zones. All types are harvested mechanically for silage or hay."
"3","Grassland","Grassland covers areas dominated by herbaceous vegetation (including in particular grasses and forbs, but also mosses and lichens) of two kinds – modified grasslands (sown and used for grazing or hay and silage production) and (semi-)natural (extensively managed) grasslands. Grassland also includes some agroforestry area used for grazing, such as cork and holm oak stands or wooded pasture. Small semi-natural elements which are associated with agricultural land use, such as hedges, ponds, grassy margins etc. are considered part of this ecosystem type.","3.1","Sown pastures and other grass (modified grasslands)","Stable grassland characterised by agricultural use or strong human disturbance. Floral composition dominated by Graminaceae and shaped by human activity. Regularly re-sown and fertilised and used for grazing or mechanical harvesting of grass. Small semi-natural elements which are associated with agricultural land use, such as hedges, ponds, grassy margins etc., are considered part of this ecosystem type.","3.1.3","Semi-natural elements associated with agricultural land use in modified grassland","Traditional agricultural land use and landscape elements including hedges, ponds, grassy margins etc. as part of the farmed area. Such remaining semi-natural elements are considered part of cropland (and grassland) and can be mapped separately. Treelines and hedgerows are often easiest to distinguish. Member States are requested to fully document the type of landscape elements included in this class where it is reported separately."
"3","Grassland","Grassland covers areas dominated by herbaceous vegetation (including in particular grasses and forbs, but also mosses and lichens) of two kinds – modified grasslands (sown and used for grazing or hay and silage production) and (semi-)natural (extensively managed) grasslands. Grassland also includes some agroforestry area used for grazing, such as cork and holm oak stands or wooded pasture. Small semi-natural elements which are associated with agricultural land use, such as hedges, ponds, grassy margins etc. are considered part of this ecosystem type.","3.2","Natural and semi-natural grasslands","Grasslands under no or moderate human influence. Mostly low productivity grasslands composed of native species adapted to the local environment. Can be under agro-forestry use. Often situated in areas of rough, uneven ground, steep slopes or wetter areas; frequently including rocky areas or patches of other (semi-)natural vegetation. Small semi-natural elements which are associated with agricultural land use, such as hedges, ponds, grassy margins etc., are considered part of this ecosystem type. Includes burnt areas of this type.","3.2.1","Mesic grassland","Lowland and montane mesotrophic and eutrophic pastures and hay meadows of the boreal, nemoral, warm-temperate humid and mediterranean zones. They are generally more fertile than dry grasslands. Used to be a common grassland type but has become rare due to agricultural intensification. This vegetation type can be further sub-divided into many different species associations, influenced by soil, climate, altitude and land use management factors. Includes burnt grassland of this type."
"3","Grassland","Grassland covers areas dominated by herbaceous vegetation (including in particular grasses and forbs, but also mosses and lichens) of two kinds – modified grasslands (sown and used for grazing or hay and silage production) and (semi-)natural (extensively managed) grasslands. Grassland also includes some agroforestry area used for grazing, such as cork and holm oak stands or wooded pasture. Small semi-natural elements which are associated with agricultural land use, such as hedges, ponds, grassy margins etc. are considered part of this ecosystem type.","3.2","Natural and semi-natural grasslands","Grasslands under no or moderate human influence. Mostly low productivity grasslands composed of native species adapted to the local environment. Can be under agro-forestry use. Often situated in areas of rough, uneven ground, steep slopes or wetter areas; frequently including rocky areas or patches of other (semi-)natural vegetation. Small semi-natural elements which are associated with agricultural land use, such as hedges, ponds, grassy margins etc., are considered part of this ecosystem type. Includes burnt areas of this type.","3.2.2","Dry grassland","Well-drained or dry lands dominated by grass or herbs, mostly not fertilized and often of low productivity; composed of native species adapted to the local environment. Included are Artemisia steppes. Excluded are dry Mediterranean lands with shrubs of other genera where the shrub cover exceeds 10%; these are listed as garrigue. This vegetation type can be further sub-divided into many different species associations, influenced by soil, climate, altitude and land use management factors. Includes burnt grassland of this type."
"3","Grassland","Grassland covers areas dominated by herbaceous vegetation (including in particular grasses and forbs, but also mosses and lichens) of two kinds – modified grasslands (sown and used for grazing or hay and silage production) and (semi-)natural (extensively managed) grasslands. Grassland also includes some agroforestry area used for grazing, such as cork and holm oak stands or wooded pasture. Small semi-natural elements which are associated with agricultural land use, such as hedges, ponds, grassy margins etc. are considered part of this ecosystem type.","3.2","Natural and semi-natural grasslands","Grasslands under no or moderate human influence. Mostly low productivity grasslands composed of native species adapted to the local environment. Can be under agro-forestry use. Often situated in areas of rough, uneven ground, steep slopes or wetter areas; frequently including rocky areas or patches of other (semi-)natural vegetation. Small semi-natural elements which are associated with agricultural land use, such as hedges, ponds, grassy margins etc., are considered part of this ecosystem type. Includes burnt areas of this type.","3.2.3","Seasonally wet and wet grassland","Unimproved or lightly improved wet pastures, meadows and tall herb communities of the boreal, nemoral, warm-temperate humid, steppic and Mediterranean zones. Composed of native species adapted to the local environment. This vegetation type can be further sub-divided into many different species associations, influenced by soil, climate, altitude and land use management factors."
"3","Grassland","Grassland covers areas dominated by herbaceous vegetation (including in particular grasses and forbs, but also mosses and lichens) of two kinds – modified grasslands (sown and used for grazing or hay and silage production) and (semi-)natural (extensively managed) grasslands. Grassland also includes some agroforestry area used for grazing, such as cork and holm oak stands or wooded pasture. Small semi-natural elements which are associated with agricultural land use, such as hedges, ponds, grassy margins etc. are considered part of this ecosystem type.","3.2","Natural and semi-natural grasslands","Grasslands under no or moderate human influence. Mostly low productivity grasslands composed of native species adapted to the local environment. Can be under agro-forestry use. Often situated in areas of rough, uneven ground, steep slopes or wetter areas; frequently including rocky areas or patches of other (semi-)natural vegetation. Small semi-natural elements which are associated with agricultural land use, such as hedges, ponds, grassy margins etc., are considered part of this ecosystem type. Includes burnt areas of this type.","3.2.4","Alpine and subalpine grasslands","Primary and secondary grass- or sedge- dominated formations of the alpine and subalpine levels of boreal, nemoral, Mediterranean, warm-temperate humid and Anatolian mountains. Composed of native species adapted to the local environment. This vegetation type can be further sub-divided into many different species associations, influenced by soil, climate, altitude and land use management factors."
"3","Grassland","Grassland covers areas dominated by herbaceous vegetation (including in particular grasses and forbs, but also mosses and lichens) of two kinds – modified grasslands (sown and used for grazing or hay and silage production) and (semi-)natural (extensively managed) grasslands. Grassland also includes some agroforestry area used for grazing, such as cork and holm oak stands or wooded pasture. Small semi-natural elements which are associated with agricultural land use, such as hedges, ponds, grassy margins etc. are considered part of this ecosystem type.","3.2","Natural and semi-natural grasslands","Grasslands under no or moderate human influence. Mostly low productivity grasslands composed of native species adapted to the local environment. Can be under agro-forestry use. Often situated in areas of rough, uneven ground, steep slopes or wetter areas; frequently including rocky areas or patches of other (semi-)natural vegetation. Small semi-natural elements which are associated with agricultural land use, such as hedges, ponds, grassy margins etc., are considered part of this ecosystem type. Includes burnt areas of this type.","3.2.5","Woodland fringes and clearings and tall forb stands","Stands of tall herbs or ferns, occurring on disused urban or agricultural land, by watercourses, at the edge of woods, or invading pastures. Stands of shorter herbs forming a distinct zone (seam) at the edge of woods."
"3","Grassland","Grassland covers areas dominated by herbaceous vegetation (including in particular grasses and forbs, but also mosses and lichens) of two kinds – modified grasslands (sown and used for grazing or hay and silage production) and (semi-)natural (extensively managed) grasslands. Grassland also includes some agroforestry area used for grazing, such as cork and holm oak stands or wooded pasture. Small semi-natural elements which are associated with agricultural land use, such as hedges, ponds, grassy margins etc. are considered part of this ecosystem type.","3.2","Natural and semi-natural grasslands","Grasslands under no or moderate human influence. Mostly low productivity grasslands composed of native species adapted to the local environment. Can be under agro-forestry use. Often situated in areas of rough, uneven ground, steep slopes or wetter areas; frequently including rocky areas or patches of other (semi-)natural vegetation. Small semi-natural elements which are associated with agricultural land use, such as hedges, ponds, grassy margins etc., are considered part of this ecosystem type. Includes burnt areas of this type.","3.2.6","Inland salt steppes","Saline land with dominant salt-tolerant grasses and herbs. Excludes saline shrubland, listed under xero-halophile shrubs."
"3","Grassland","Grassland covers areas dominated by herbaceous vegetation (including in particular grasses and forbs, but also mosses and lichens) of two kinds – modified grasslands (sown and used for grazing or hay and silage production) and (semi-)natural (extensively managed) grasslands. Grassland also includes some agroforestry area used for grazing, such as cork and holm oak stands or wooded pasture. Small semi-natural elements which are associated with agricultural land use, such as hedges, ponds, grassy margins etc. are considered part of this ecosystem type.","3.2","Natural and semi-natural grasslands","Grasslands under no or moderate human influence. Mostly low productivity grasslands composed of native species adapted to the local environment. Can be under agro-forestry use. Often situated in areas of rough, uneven ground, steep slopes or wetter areas; frequently including rocky areas or patches of other (semi-)natural vegetation. Small semi-natural elements which are associated with agricultural land use, such as hedges, ponds, grassy margins etc., are considered part of this ecosystem type. Includes burnt areas of this type.","3.2.7","Holm and cork oak stands with grassy understorey","Grassy vegetation combined with scattered tree stands of holm and cork oak, with a crown cover up to 30% (and generally above 10%), such as Iberian dehesas and montados. Management of the ground layer is focused on grazing use."
"3","Grassland","Grassland covers areas dominated by herbaceous vegetation (including in particular grasses and forbs, but also mosses and lichens) of two kinds – modified grasslands (sown and used for grazing or hay and silage production) and (semi-)natural (extensively managed) grasslands. Grassland also includes some agroforestry area used for grazing, such as cork and holm oak stands or wooded pasture. Small semi-natural elements which are associated with agricultural land use, such as hedges, ponds, grassy margins etc. are considered part of this ecosystem type.","3.2","Natural and semi-natural grasslands","Grasslands under no or moderate human influence. Mostly low productivity grasslands composed of native species adapted to the local environment. Can be under agro-forestry use. Often situated in areas of rough, uneven ground, steep slopes or wetter areas; frequently including rocky areas or patches of other (semi-)natural vegetation. Small semi-natural elements which are associated with agricultural land use, such as hedges, ponds, grassy margins etc., are considered part of this ecosystem type. Includes burnt areas of this type.","3.2.8","Wooded pastures","Temperate or boreal grasslands with a wooded overstorey that normally has at least 5% crown cover. The tree layer is traditionally composed of single oak trees and similar deciduous trees. Associated with traditional herded pastoral systems which have largely disappeared in Europe."
"3","Grassland","Grassland covers areas dominated by herbaceous vegetation (including in particular grasses and forbs, but also mosses and lichens) of two kinds – modified grasslands (sown and used for grazing or hay and silage production) and (semi-)natural (extensively managed) grasslands. Grassland also includes some agroforestry area used for grazing, such as cork and holm oak stands or wooded pasture. Small semi-natural elements which are associated with agricultural land use, such as hedges, ponds, grassy margins etc. are considered part of this ecosystem type.","3.2","Natural and semi-natural grasslands","Grasslands under no or moderate human influence. Mostly low productivity grasslands composed of native species adapted to the local environment. Can be under agro-forestry use. Often situated in areas of rough, uneven ground, steep slopes or wetter areas; frequently including rocky areas or patches of other (semi-)natural vegetation. Small semi-natural elements which are associated with agricultural land use, such as hedges, ponds, grassy margins etc., are considered part of this ecosystem type. Includes burnt areas of this type.","3.2.9","Semi-natural elements associated with agricultural land use in (semi-) natural grassland","Traditional agricultural land use and landscape elements including hedges, ponds, grassy margins etc. as part of the farmed area. Such remaining semi-natural elements are considered part of cropland (and grassland) and can be mapped separately. Treelines and hedgerows are often easiest to distinguish. Member States are requested to fully document the type of landscape elements included in this class where it is reported separately."
"4","Forest and woodland","Forests and woodlands include tree-dominated ecosystems with a canopy cover generally over 30% (in the temperate climate zone) or 10% (in boreal and Mediterranean climate zones) or vegetation where present trees can reach these thresholds in situ. For boreal and Mediterranean forest types a lower threshold is advisable due to extreme climatic conditions, which naturally limit the growth of trees and relative canopy cover.","4.1","Broadleaved deciduous forest","Woodlands and forests dominated by summer-green non-coniferous trees that lose their leaves in winter. Includes woodland with mixed evergreen and deciduous broadleaved trees, provided that the deciduous cover exceeds that of evergreens. The proportion of conifers should not exceed 25%. Includes burnt areas of this type.","4.1.1","Riparian forest and woodland","Riparian forests dominated by willows (Salix spp.) and poplars (Populus spp.) of periodically-inundated terraces and shoals; riparian alder (Alnus glutinosa, Alnus incana), and sometimes ash (Fraxinus angustifolia, Fraxinus excelsior), typically without many softwood willows in the canopy and occurring throughout Europe along streams, small to medium rivers and other water bodies; mixed broadleaved forests typical of less-frequently flooded, well-aerated mineral soils on floodplains of the middle and lower reaches of major European rivers. The canopy in high-forest stands can be very tall and multi-layered and is typically dominated by various mixtures of Alnus glutinosa, Fraxinus angustifolia, Fraxinus excelsior, Populus alba, Populus canescens, Prunus padus, Quercus robur, Ulmus glabra, Ulmus laevis and Ulmus minor. Deciduous broadleaved forest, most commonly dominated by poplars (Populus), willows (Salix) or oriental plane (Platanus orientalis), on periodically flooded alluvia or gravel terraces and streamsides in humid localities in the Mediterranean and Macaronesia. Also includes streamside forests with Rhododendron ponticum and Betula pendula var. fontqueri in Spain."
"4","Forest and woodland","Forests and woodlands include tree-dominated ecosystems with a canopy cover generally over 30% (in the temperate climate zone) or 10% (in boreal and Mediterranean climate zones) or vegetation where present trees can reach these thresholds in situ. For boreal and Mediterranean forest types a lower threshold is advisable due to extreme climatic conditions, which naturally limit the growth of trees and relative canopy cover.","4.1","Broadleaved deciduous forest","Woodlands and forests dominated by summer-green non-coniferous trees that lose their leaves in winter. Includes woodland with mixed evergreen and deciduous broadleaved trees, provided that the deciduous cover exceeds that of evergreens. The proportion of conifers should not exceed 25%. Includes burnt areas of this type.","4.1.2","Broadleaved swamp forest on non-acid and acid peat","Deciduous broadleaved forest, commonly dominated by alder (Alnus glutinosa, Alnus incana), oak (Quercus robur) or aspen (Populus tremula) on non-acid peat with groundwater at or seasonally above the surface in swamps across the lowlands of the temperate and boreal zones; Deciduous broadleaved or mixed forest on acid peat on or around active bogs and poor fens with nutrient-poor ground waters occurring through the Atlantic region and the boreal zone and locally, where ground conditions permit, also in the continental zone. It is usually dominated by birch (Betula pubescens)."
"4","Forest and woodland","Forests and woodlands include tree-dominated ecosystems with a canopy cover generally over 30% (in the temperate climate zone) or 10% (in boreal and Mediterranean climate zones) or vegetation where present trees can reach these thresholds in situ. For boreal and Mediterranean forest types a lower threshold is advisable due to extreme climatic conditions, which naturally limit the growth of trees and relative canopy cover.","4.1","Broadleaved deciduous forest","Woodlands and forests dominated by summer-green non-coniferous trees that lose their leaves in winter. Includes woodland with mixed evergreen and deciduous broadleaved trees, provided that the deciduous cover exceeds that of evergreens. The proportion of conifers should not exceed 25%. Includes burnt areas of this type.","4.1.3","Fagus dominated forest","Forest dominated by beech (Fagus sylvatica and Fagus orientalis) on base-rich to acid, mesotrophic to eutrophic, mineral soils. Forests dominated by beech, Fagus sylvatica, in western and central Europe, and Fagus orientalis and other Fagus species in southeastern Europe and the Pontic region."
"4","Forest and woodland","Forests and woodlands include tree-dominated ecosystems with a canopy cover generally over 30% (in the temperate climate zone) or 10% (in boreal and Mediterranean climate zones) or vegetation where present trees can reach these thresholds in situ. For boreal and Mediterranean forest types a lower threshold is advisable due to extreme climatic conditions, which naturally limit the growth of trees and relative canopy cover.","4.1","Broadleaved deciduous forest","Woodlands and forests dominated by summer-green non-coniferous trees that lose their leaves in winter. Includes woodland with mixed evergreen and deciduous broadleaved trees, provided that the deciduous cover exceeds that of evergreens. The proportion of conifers should not exceed 25%. Includes burnt areas of this type.","4.1.4","Temperate, Submediterranean and Mediterranean thermophilous deciduous forest","Deciduous or mixed deciduous/evergreen forest of thermophilous and drought-resistant trees, especially oaks (Quercus spp.), a subordinate tier of regionally varied associates, through the submediterranean zones, drier and warmer situations further north, extending into more humid higher altitudes in the mediterranean zone.; Mediterranean deciduous forests usually dominated by Quercus pubescens or, in the Eastern Mediterranean, by Quercus ithaburensis subsp. macrolepis. The canopy is open, either pure or with other oaks. Stands are mostly developed on shallow soil, usually at altitudes of less than 700 m. Includes burnt areas of this type."
"4","Forest and woodland","Forests and woodlands include tree-dominated ecosystems with a canopy cover generally over 30% (in the temperate climate zone) or 10% (in boreal and Mediterranean climate zones) or vegetation where present trees can reach these thresholds in situ. For boreal and Mediterranean forest types a lower threshold is advisable due to extreme climatic conditions, which naturally limit the growth of trees and relative canopy cover.","4.1","Broadleaved deciduous forest","Woodlands and forests dominated by summer-green non-coniferous trees that lose their leaves in winter. Includes woodland with mixed evergreen and deciduous broadleaved trees, provided that the deciduous cover exceeds that of evergreens. The proportion of conifers should not exceed 25%. Includes burnt areas of this type.","4.1.5","Acidophilous [Quercus]-dominated forests","Oak-dominated forests (mainly Quercus robur and Q. petraea but also other regional species) of impoverished acid soils through the atlantic and continental zones, where beech (Fagus sylvatica) is a potential competitor and extending northwards into the boreal zone where Scot’s pine (Pinus sylvestris) increasingly figures in the canopy. Associated floras are generally rather poor but show some regional distinctiveness and towards the very humid western Atlantic seaboard have extraordinary richness of ferns and cryptogams. Includes burnt areas of this type."
"4","Forest and woodland","Forests and woodlands include tree-dominated ecosystems with a canopy cover generally over 30% (in the temperate climate zone) or 10% (in boreal and Mediterranean climate zones) or vegetation where present trees can reach these thresholds in situ. For boreal and Mediterranean forest types a lower threshold is advisable due to extreme climatic conditions, which naturally limit the growth of trees and relative canopy cover.","4.1","Broadleaved deciduous forest","Woodlands and forests dominated by summer-green non-coniferous trees that lose their leaves in winter. Includes woodland with mixed evergreen and deciduous broadleaved trees, provided that the deciduous cover exceeds that of evergreens. The proportion of conifers should not exceed 25%. Includes burnt areas of this type.","4.1.6","Temperate and boreal and Southern European Betula and Populus tremula forest on mineral soils","Open, low canopy climax birch (Betula litwinowii, Betula pubescens var. glabrata, Betula pubescens var. pumila) and aspen (Populus tremula) forests with a heathy or herb-rich field layer in the boreal zone, temperate mountain ranges including the Caucasus, and temperate zone of Eastern European lowlands; Diverse climax and paraclimax forests dominated by birch (Betula pendula and closely related species) or aspen (Populus tremula) on usually acidic mineral soils in humid ravines and gorges and on unstable substrates in the montane to subalpine belts of the Pyrenees, Corsica, Apennines, Sicily and the southern Balkans. Includes burnt areas of this type."
"4","Forest and woodland","Forests and woodlands include tree-dominated ecosystems with a canopy cover generally over 30% (in the temperate climate zone) or 10% (in boreal and Mediterranean climate zones) or vegetation where present trees can reach these thresholds in situ. For boreal and Mediterranean forest types a lower threshold is advisable due to extreme climatic conditions, which naturally limit the growth of trees and relative canopy cover.","4.1","Broadleaved deciduous forest","Woodlands and forests dominated by summer-green non-coniferous trees that lose their leaves in winter. Includes woodland with mixed evergreen and deciduous broadleaved trees, provided that the deciduous cover exceeds that of evergreens. The proportion of conifers should not exceed 25%. Includes burnt areas of this type.","4.1.7","Other broadleaved deciduous forest, excluding highly modified plantations","Various other broadleaved deciduous forest such as Carpinus and Quercus mesic deciduous forest, and ravine forests. Includes burnt areas of this type."
"4","Forest and woodland","Forests and woodlands include tree-dominated ecosystems with a canopy cover generally over 30% (in the temperate climate zone) or 10% (in boreal and Mediterranean climate zones) or vegetation where present trees can reach these thresholds in situ. For boreal and Mediterranean forest types a lower threshold is advisable due to extreme climatic conditions, which naturally limit the growth of trees and relative canopy cover.","4.1","Broadleaved deciduous forest","Woodlands and forests dominated by summer-green non-coniferous trees that lose their leaves in winter. Includes woodland with mixed evergreen and deciduous broadleaved trees, provided that the deciduous cover exceeds that of evergreens. The proportion of conifers should not exceed 25%. Includes burnt areas of this type.","4.1.8","Highly modified broadleaved deciduous forests, in particular plantations including stands of non-native trees species that have long been established in European ecosystems stands","Mixed plantations of deciduous species where at least one species is exotic or outside its natural range, or if composed of native species then managed intensively and planted in mono-age stands. Mono-cultural plantations of recently introduced species should be assigned to 4.6.1. Includes burnt areas of this type."
"4","Forest and woodland","Forests and woodlands include tree-dominated ecosystems with a canopy cover generally over 30% (in the temperate climate zone) or 10% (in boreal and Mediterranean climate zones) or vegetation where present trees can reach these thresholds in situ. For boreal and Mediterranean forest types a lower threshold is advisable due to extreme climatic conditions, which naturally limit the growth of trees and relative canopy cover.","4.2","Coniferous forests","Vegetation formation composed principally of trees, including shrub and bush understory, where coniferous species predominate. The proportion of deciduous trees should not exceed 25%. Includes burnt areas of this type.","4.2.1","Boreal and temperate fir and spruce forest","Evergreen coniferous forest dominated by spruce (Picea abies and, in the Dinaric mountains, relict P. omorika), often with some fir (Abies alba) on usually acidic, even very oligotrophic, wet, cold or rocky soils in the montane and sub-alpine belts of nemoral mountains. Forests of European silver fir (Abies alba) in temperate mountains, often with European beech (Fagus sylvatica), and Norway spruce (Picea abies) where site conditions are harsher at higher altitudes. Includes burnt areas of this type."
"4","Forest and woodland","Forests and woodlands include tree-dominated ecosystems with a canopy cover generally over 30% (in the temperate climate zone) or 10% (in boreal and Mediterranean climate zones) or vegetation where present trees can reach these thresholds in situ. For boreal and Mediterranean forest types a lower threshold is advisable due to extreme climatic conditions, which naturally limit the growth of trees and relative canopy cover.","4.2","Coniferous forests","Vegetation formation composed principally of trees, including shrub and bush understory, where coniferous species predominate. The proportion of deciduous trees should not exceed 25%. Includes burnt areas of this type.","4.2.2","Mediterranean mountain fir and spruce forest","In the southern Black Sea region and the Caucasus, the dominant species is Caucasian fir (Abies nordmanniana), often with an admixture of Oriental beech (Fagus orientalis) and Oriental spruce (Picea orientalis); Evergreen coniferous forests of more sunless or fog-bound slopes and gullies in the lower to mid altitudinal belts of Mediterranean mountains where firs of very limited distribution dominate in highly distinctive relic stands: Spanish fir (Abies pinsapo), Greek fir (Abies cephalonica), King Boris fir (Abies borisii-regis), Apennine or Sicilian stands of silver fir (Abies alba) and Sicilian fir (Abies nebrodensis). Includes burnt areas of this type."
"4","Forest and woodland","Forests and woodlands include tree-dominated ecosystems with a canopy cover generally over 30% (in the temperate climate zone) or 10% (in boreal and Mediterranean climate zones) or vegetation where present trees can reach these thresholds in situ. For boreal and Mediterranean forest types a lower threshold is advisable due to extreme climatic conditions, which naturally limit the growth of trees and relative canopy cover.","4.2","Coniferous forests","Vegetation formation composed principally of trees, including shrub and bush understory, where coniferous species predominate. The proportion of deciduous trees should not exceed 25%. Includes burnt areas of this type.","4.2.3","Temperate subalpine Larix, Pinus cembra and Pinus uncinata forest","Coniferous, in part deciduous, forest of European larch (Larix decidua) or Arolla pine (Pinus cembra) in the middle subalpine belt of temperate mountains in the central Alps and Carpathians with long but shallow snow-lie and a short growing season. Dwarf mountain pine (Pinus mugo), spruce (Picea abies), silver fir (Abies alba), rhododendrons and other sub-shrubs are never more than subordinate, but various whitebeam (Sorbus) species are a characteristic associate. Includes burnt areas of this type."
"4","Forest and woodland","Forests and woodlands include tree-dominated ecosystems with a canopy cover generally over 30% (in the temperate climate zone) or 10% (in boreal and Mediterranean climate zones) or vegetation where present trees can reach these thresholds in situ. For boreal and Mediterranean forest types a lower threshold is advisable due to extreme climatic conditions, which naturally limit the growth of trees and relative canopy cover.","4.2","Coniferous forests","Vegetation formation composed principally of trees, including shrub and bush understory, where coniferous species predominate. The proportion of deciduous trees should not exceed 25%. Includes burnt areas of this type.","4.2.4","Pine forest (excluding mires, non-thermophilous)","Forests dominated by Pinus sylvestris and Pinus nigra in temperate continental, Temperate and submediterranean montane and Mediterranean montane conditions, and Pinus heldreichii-Pinus peuce forest in Mediterranean and Balkan subalpine conditions. Includes burnt areas of this type."
"4","Forest and woodland","Forests and woodlands include tree-dominated ecosystems with a canopy cover generally over 30% (in the temperate climate zone) or 10% (in boreal and Mediterranean climate zones) or vegetation where present trees can reach these thresholds in situ. For boreal and Mediterranean forest types a lower threshold is advisable due to extreme climatic conditions, which naturally limit the growth of trees and relative canopy cover.","4.2","Coniferous forests","Vegetation formation composed principally of trees, including shrub and bush understory, where coniferous species predominate. The proportion of deciduous trees should not exceed 25%. Includes burnt areas of this type.","4.2.5","Mediterranean thermophilous lowland pine forest","Evergreen coniferous forest dominated by various thermophilous pines: maritime pine (Pinus pinaster in the western Mediterranean and winter-mild Atlantic regions), Aleppo pine (Pinus halepensis), stone pine (Pinus pinea all around the Southern European coasts, and in some places also inland), and Aegean pine (Pinus brutia in Greece, Cyprus and Anatolia), the first three often favouring unstable substrates or pre-climax situations. All of these forests are fire-prone. Includes burnt areas of this type."
"4","Forest and woodland","Forests and woodlands include tree-dominated ecosystems with a canopy cover generally over 30% (in the temperate climate zone) or 10% (in boreal and Mediterranean climate zones) or vegetation where present trees can reach these thresholds in situ. For boreal and Mediterranean forest types a lower threshold is advisable due to extreme climatic conditions, which naturally limit the growth of trees and relative canopy cover.","4.2","Coniferous forests","Vegetation formation composed principally of trees, including shrub and bush understory, where coniferous species predominate. The proportion of deciduous trees should not exceed 25%. Includes burnt areas of this type.","4.2.6","Spruce, pine and larch mire forests","Forests (>30% canopy cover) dominated by spruce (Picea abies or P. obovata) on acid peat or around active bogs and poor fens with nutrient-poor ground waters occurring through the boreal zone and locally, where ground conditions permit, in the continental zone; Open forests (with lower canopy cover) dominated by pine (Pinus mugo subsp. rotundata, Pinus sylvestris) or larch (Larix decidua, L. sibirica) on acid peat or around active bogs and poor fens with nutrient-poor ground waters occurring through the boreal zone and locally, where ground conditions permit, in the continental zone. Includes burnt areas of this type."
"4","Forest and woodland","Forests and woodlands include tree-dominated ecosystems with a canopy cover generally over 30% (in the temperate climate zone) or 10% (in boreal and Mediterranean climate zones) or vegetation where present trees can reach these thresholds in situ. For boreal and Mediterranean forest types a lower threshold is advisable due to extreme climatic conditions, which naturally limit the growth of trees and relative canopy cover.","4.2","Coniferous forests","Vegetation formation composed principally of trees, including shrub and bush understory, where coniferous species predominate. The proportion of deciduous trees should not exceed 25%. Includes burnt areas of this type.","4.2.7","Taiga forests","Taiga forests: found in the boreal zone of North-Eastern Europe and western Siberia including deciduous taiga dominated by Siberian larch (Larix sibirica) and evergreen taiga dominated by Pinus sylvestris, with spruce (Picea abies and Picea obovata), Siberian fir (Abies sibirica), Siberian pine (Pinus sibirica), Betula pendula and Betula pubescens). Includes burnt areas of this type."
"4","Forest and woodland","Forests and woodlands include tree-dominated ecosystems with a canopy cover generally over 30% (in the temperate climate zone) or 10% (in boreal and Mediterranean climate zones) or vegetation where present trees can reach these thresholds in situ. For boreal and Mediterranean forest types a lower threshold is advisable due to extreme climatic conditions, which naturally limit the growth of trees and relative canopy cover.","4.2","Coniferous forests","Vegetation formation composed principally of trees, including shrub and bush understory, where coniferous species predominate. The proportion of deciduous trees should not exceed 25%. Includes burnt areas of this type.","4.2.8","Other coniferous forests, excluding plantations","Various other coniferous forests including juniperus forests, cedrus forests; occurring mostly south of the Alps. Includes burnt areas of this type."
"4","Forest and woodland","Forests and woodlands include tree-dominated ecosystems with a canopy cover generally over 30% (in the temperate climate zone) or 10% (in boreal and Mediterranean climate zones) or vegetation where present trees can reach these thresholds in situ. For boreal and Mediterranean forest types a lower threshold is advisable due to extreme climatic conditions, which naturally limit the growth of trees and relative canopy cover.","4.2","Coniferous forests","Vegetation formation composed principally of trees, including shrub and bush understory, where coniferous species predominate. The proportion of deciduous trees should not exceed 25%. Includes burnt areas of this type.","4.2.9","Highly modified coniferous forests, in particular plantations","Mixed plantations of coniferous species where at least one species is exotic or outside its natural range, or if composed of native species then intensively managed and planted in mono-age stands. Mono-cultural plantations of recently introduced species should be assigned to 4.6.1. Includes burnt areas of this type."
